timestamp,date,open,high,low,close,volume
1488067200,2017-02-26 00:00:00,1152.11,1184.97,1133.00,1179.05,3536.48621434
1488153600,2017-02-27 00:00:00,1180.46,1197.99,1169.00,1194.64,4640.77358977
1488240000,2017-02-28 00:00:00,1194.64,1209.99,1176.27,1191.21,7562.47409479
1488326400,2017-03-01 00:00:00,1191.16,1231.00,1188.30,1226.39,6013.06582290
1488412800,2017-03-02 00:00:00,1228.00,1283.25,1215.00,1257.60,7762.73243908
1488499200,2017-03-03 00:00:00,1256.32,1298.00,1255.00,1285.33,7545.47720312
1488585600,2017-03-04 00:00:00,1287.38,1289.55,1230.00,1260.00,4951.23210502
1488672000,2017-03-05 00:00:00,1260.00,1275.00,1240.00,1273.00,3026.01739466
1488758400,2017-03-06 00:00:00,1269.98,1285.00,1251.00,1278.49,4249.64793811
1488844800,2017-03-07 00:00:00,1278.49,1281.62,1175.97,1233.05,14450.03793683
1488931200,2017-03-08 00:00:00,1233.86,1245.49,1145.50,1150.05,13399.43820916
1489017600,2017-03-09 00:00:00,1149.34,1208.00,1135.01,1190.89,7654.73834924
1489104000,2017-03-10 00:00:00,1190.99,1350.00,975.00,1116.97,33467.94355800
1489190400,2017-03-11 00:00:00,1111.55,1198.00,1106.51,1176.55,7346.78699270
1489276800,2017-03-12 00:00:00,1176.58,1241.85,1170.90,1226.62,5793.90851583
1489363200,2017-03-13 00:00:00,1226.42,1249.02,1215.43,1242.46,5637.36296266
1489449600,2017-03-14 00:00:00,1242.46,1260.00,1226.50,1245.86,5745.49650884
1489536000,2017-03-15 00:00:00,1245.82,1260.00,1238.32,1257.32,3930.50022526
1489622400,2017-03-16 00:00:00,1258.75,1258.96,1130.00,1172.62,15246.55276022
1489708800,2017-03-17 00:00:00,1172.00,1173.23,1063.00,1071.02,16704.57322030
1489795200,2017-03-18 00:00:00,1068.16,1099.00,944.36,969.40,21292.60430849
1489881600,2017-03-19 00:00:00,969.40,1063.70,969.40,1017.97,12201.86141156
1489968000,2017-03-20 00:00:00,1012.88,1053.00,1010.01,1035.96,7497.91103414
1490054400,2017-03-21 00:00:00,1036.23,1117.90,1034.92,1114.39,11125.49539514
1490140800,2017-03-22 00:00:00,1114.39,1114.39,988.00,1037.56,14521.25635660
1490227200,2017-03-23 00:00:00,1037.60,1054.40,1010.69,1029.65,5916.99539286
1490313600,2017-03-24 00:00:00,1030.84,1032.00,920.00,929.06,16072.41708326
1490400000,2017-03-25 00:00:00,928.10,963.36,891.33,956.02,13507.43542088
1490486400,2017-03-26 00:00:00,956.02,997.00,937.52,960.00,9012.91765111
1490572800,2017-03-27 00:00:00,959.08,1043.00,952.95,1039.92,8687.08711524
1490659200,2017-03-28 00:00:00,1039.09,1068.26,1014.90,1043.99,9115.51712488
1490745600,2017-03-29 00:00:00,1042.83,1059.43,1008.16,1035.96,9379.71932021
1490832000,2017-03-30 00:00:00,1037.29,1050.17,1017.14,1033.70,8645.37787081
1490918400,2017-03-31 00:00:00,1033.79,1081.00,1031.43,1070.31,12058.78809456
1491004800,2017-04-01 00:00:00,1071.34,1097.00,1061.64,1083.94,5209.12836262
1491091200,2017-04-02 00:00:00,1083.95,1100.00,1066.49,1078.01,7639.89621671
1491177600,2017-04-03 00:00:00,1076.59,1152.00,1076.19,1144.77,11076.86273059
1491264000,2017-04-04 00:00:00,1146.42,1162.93,1118.85,1143.00,7420.86623820
1491350400,2017-04-05 00:00:00,1143.00,1145.00,1111.00,1134.58,5588.97640824
1491436800,2017-04-06 00:00:00,1134.86,1201.37,1134.36,1190.85,9134.29559762
1491523200,2017-04-07 00:00:00,1190.72,1202.00,1176.00,1190.66,5450.27271426
1491609600,2017-04-08 00:00:00,1190.66,1197.30,1166.66,1184.03,2720.79822734
1491696000,2017-04-09 00:00:00,1184.05,1216.87,1173.98,1206.20,4817.42424874
1491782400,2017-04-10 00:00:00,1205.20,1219.71,1195.00,1209.25,3656.81631296
1491868800,2017-04-11 00:00:00,1209.99,1229.00,1198.02,1218.99,3487.75310814
1491955200,2017-04-12 00:00:00,1218.99,1224.57,1208.00,1212.17,3475.19462571
1492041600,2017-04-13 00:00:00,1212.16,1219.45,1141.00,1172.91,7135.30295650
1492128000,2017-04-14 00:00:00,1172.56,1193.00,1142.00,1170.34,8982.76789635
1492214400,2017-04-15 00:00:00,1169.53,1192.50,1165.00,1173.45,1804.45079680
1492300800,2017-04-16 00:00:00,1171.00,1179.30,1150.00,1162.31,2663.99028304
1492387200,2017-04-17 00:00:00,1162.31,1192.50,1161.00,1176.54,3568.82507477
1492473600,2017-04-18 00:00:00,1176.59,1210.00,1175.95,1202.58,5514.18240451
1492560000,2017-04-19 00:00:00,1202.59,1209.99,1190.00,1203.98,6046.51943656
1492646400,2017-04-20 00:00:00,1203.98,1243.88,1201.66,1234.19,5972.93539154
1492732800,2017-04-21 00:00:00,1234.93,1252.32,1231.65,1243.61,5023.03852040
1492819200,2017-04-22 00:00:00,1243.60,1247.15,1199.00,1233.20,4173.28321472
1492905600,2017-04-23 00:00:00,1231.85,1248.99,1223.42,1241.99,2604.72196524
1492992000,2017-04-24 00:00:00,1242.00,1254.00,1234.00,1253.58,3048.68890003
1493078400,2017-04-25 00:00:00,1253.57,1280.00,1251.07,1269.00,5249.77353318
1493164800,2017-04-26 00:00:00,1271.40,1330.00,1265.00,1287.99,8707.63904245
1493251200,2017-04-27 00:00:00,1287.92,1342.02,1285.00,1331.53,6669.98746832
1493337600,2017-04-28 00:00:00,1331.00,1347.02,1299.00,1330.70,8234.27554370
1493424000,2017-04-29 00:00:00,1333.93,1342.80,1316.00,1333.00,3927.45061482
1493510400,2017-04-30 00:00:00,1336.77,1356.00,1315.68,1350.21,3536.17581110
1493596800,2017-05-01 00:00:00,1348.88,1425.00,1341.22,1390.86,8604.41493207
1493683200,2017-05-02 00:00:00,1390.86,1481.73,1388.00,1447.75,8920.68985793
1493769600,2017-05-03 00:00:00,1447.75,1516.04,1431.02,1503.22,11077.58948720
1493856000,2017-05-04 00:00:00,1503.25,1623.01,1444.94,1537.23,19548.52973673
1493942400,2017-05-05 00:00:00,1537.36,1609.00,1495.00,1514.90,15603.68436616
1494028800,2017-05-06 00:00:00,1515.39,1578.97,1505.00,1558.02,7901.14284010
1494115200,2017-05-07 00:00:00,1554.04,1565.00,1525.00,1554.01,7667.78585113
1494201600,2017-05-08 00:00:00,1554.38,1653.97,1554.38,1649.54,19262.35352625
1494288000,2017-05-09 00:00:00,1649.55,1760.40,1616.05,1720.28,16807.73323227
1494374400,2017-05-10 00:00:00,1720.26,1794.21,1682.00,1772.58,11265.37863829
1494460800,2017-05-11 00:00:00,1774.52,1892.00,1745.01,1828.45,14740.21932638
1494547200,2017-05-12 00:00:00,1830.85,1832.00,1650.00,1691.51,17062.84462773
1494633600,2017-05-13 00:00:00,1690.33,1785.82,1601.46,1776.89,10532.23451343
1494720000,2017-05-14 00:00:00,1776.80,1815.00,1753.00,1784.00,4816.73208815
1494806400,2017-05-15 00:00:00,1782.30,1784.00,1682.56,1705.48,13316.80217814
1494892800,2017-05-16 00:00:00,1706.07,1750.00,1641.22,1700.01,16554.08858020
1494979200,2017-05-17 00:00:00,1700.01,1840.42,1670.01,1782.99,17797.31852412
1495065600,2017-05-18 00:00:00,1779.00,1881.80,1766.33,1878.99,11916.12339070
1495152000,2017-05-19 00:00:00,1879.00,1969.99,1874.99,1958.00,14124.61831495
1495238400,2017-05-20 00:00:00,1959.09,2021.00,1914.00,2013.99,12309.94747354
1495324800,2017-05-21 00:00:00,2013.99,2063.11,1961.52,2017.55,6755.83436855
1495411200,2017-05-22 00:00:00,2017.55,2230.34,2001.00,2099.97,16338.53540635
1495497600,2017-05-23 00:00:00,2088.76,2275.00,2088.45,2264.23,14138.91966835
1495584000,2017-05-24 00:00:00,2265.90,2481.75,2264.64,2420.29,22144.59820110
1495670400,2017-05-25 00:00:00,2420.29,2760.10,2221.00,2292.53,32964.76142591
1495756800,2017-05-26 00:00:00,2277.01,2599.12,2060.00,2279.82,28326.82201443
1495843200,2017-05-27 00:00:00,2280.70,2339.94,1850.00,2042.00,26216.27512690
1495929600,2017-05-28 00:00:00,2042.89,2313.96,2041.48,2178.81,15375.21812611
1496016000,2017-05-29 00:00:00,2172.54,2350.00,2110.00,2292.10,12129.27808588
1496102400,2017-05-30 00:00:00,2290.18,2339.08,2160.00,2203.51,13888.85097299
1496188800,2017-05-31 00:00:00,2201.70,2334.00,2154.28,2298.01,16279.29243150
1496275200,2017-06-01 00:00:00,2298.01,2456.39,2296.81,2413.63,18401.66360125
1496361600,2017-06-02 00:00:00,2413.58,2489.00,2370.03,2488.94,12428.70059429
1496448000,2017-06-03 00:00:00,2488.94,2584.34,2445.00,2540.94,10810.58468925
1496534400,2017-06-04 00:00:00,2538.10,2569.00,2460.00,2530.27,8828.62494281
1496620800,2017-06-05 00:00:00,2530.27,2699.35,2525.28,2698.00,12221.44480600
1496707200,2017-06-06 00:00:00,2698.00,2933.00,2689.40,2880.74,26695.67081758
1496793600,2017-06-07 00:00:00,2875.71,2893.28,2612.50,2683.03,16967.04353572
1496880000,2017-06-08 00:00:00,2680.24,2815.00,2613.13,2806.00,13251.40544911
1496966400,2017-06-09 00:00:00,2805.46,2868.23,2780.43,2822.32,8036.31356941
1497052800,2017-06-10 00:00:00,2818.00,2912.98,2800.00,2899.99,9593.36119146
1497139200,2017-06-11 00:00:00,2899.01,2967.46,2861.53,2954.22,6830.60683981
1497225600,2017-06-12 00:00:00,2954.23,2980.00,2480.03,2667.06,31534.94605550
1497312000,2017-06-13 00:00:00,2656.97,2783.62,2638.62,2703.02,16275.83441252
1497398400,2017-06-14 00:00:00,2705.99,2801.00,2320.00,2450.00,29478.82028393
1497484800,2017-06-15 00:00:00,2451.42,2516.20,2120.00,2424.91,36751.09130817
1497571200,2017-06-16 00:00:00,2424.96,2540.00,2307.66,2484.68,13802.39329983
1497657600,2017-06-17 00:00:00,2484.68,2674.40,2420.53,2630.00,11142.98518556
1497744000,2017-06-18 00:00:00,2630.06,2665.00,2460.62,2516.98,9424.23118056
1497830400,2017-06-19 00:00:00,2516.98,2598.00,2480.96,2598.00,10570.67252500
1497916800,2017-06-20 00:00:00,2598.00,2783.00,2581.00,2740.00,15891.69948817
1498003200,2017-06-21 00:00:00,2734.03,2789.00,2611.00,2657.04,15676.32352625
1498089600,2017-06-22 00:00:00,2658.67,2740.00,2594.61,2713.48,10792.78764641
1498176000,2017-06-23 00:00:00,2713.48,2745.00,2657.46,2685.05,8232.48064925
1498262400,2017-06-24 00:00:00,2685.05,2724.96,2512.13,2557.66,13342.81785584
1498348800,2017-06-25 00:00:00,2557.66,2635.72,2432.00,2502.03,10339.57437415
1498435200,2017-06-26 00:00:00,2502.26,2550.03,2315.01,2421.22,22094.21151071
1498521600,2017-06-27 00:00:00,2421.21,2565.00,2291.00,2565.00,19129.59650756
1498608000,2017-06-28 00:00:00,2565.00,2593.00,2468.01,2559.90,12274.54530348
1498694400,2017-06-29 00:00:00,2550.99,2594.78,2500.31,2541.59,8125.37763725
1498780800,2017-06-30 00:00:00,2538.41,2564.58,2451.00,2465.49,8715.71676156
1498867200,2017-07-01 00:00:00,2465.48,2517.11,2390.00,2412.41,8885.89349655
1498953600,2017-07-02 00:00:00,2421.30,2528.72,2374.34,2504.37,8744.53441127
1499040000,2017-07-03 00:00:00,2504.81,2595.00,2472.68,2550.47,11520.70730801
1499126400,2017-07-04 00:00:00,2540.07,2639.47,2540.07,2596.12,9662.75941445
1499212800,2017-07-05 00:00:00,2594.52,2623.00,2530.10,2602.90,10882.83901071
1499299200,2017-07-06 00:00:00,2598.37,2614.00,2522.00,2600.39,8333.98094907
1499385600,2017-07-07 00:00:00,2599.01,2605.00,2475.00,2501.46,9430.61545780
1499472000,2017-07-08 00:00:00,2501.46,2555.00,2462.00,2550.07,5405.89088691
1499558400,2017-07-09 00:00:00,2550.13,2564.65,2500.50,2502.28,4483.14413363
1499644800,2017-07-10 00:00:00,2504.00,2527.88,2261.85,2323.45,17296.34045274
1499731200,2017-07-11 00:00:00,2326.12,2399.00,2242.62,2305.98,17580.96163529
1499817600,2017-07-12 00:00:00,2301.55,2408.84,2239.54,2388.00,12883.55493809
1499904000,2017-07-13 00:00:00,2383.97,2425.16,2312.93,2339.99,8429.85040306
1499990400,2017-07-14 00:00:00,2340.00,2357.84,2140.00,2213.37,12659.01704362
1500076800,2017-07-15 00:00:00,2209.44,2219.99,1967.65,1970.51,19886.67952318
1500163200,2017-07-16 00:00:00,1970.51,2044.44,1830.00,1917.63,25562.70564457
1500249600,2017-07-17 00:00:00,1917.72,2229.97,1910.57,2226.00,26448.50140255
1500336000,2017-07-18 00:00:00,2226.00,2392.00,2164.00,2303.71,25204.48960246
1500422400,2017-07-19 00:00:00,2308.82,2402.50,2223.00,2265.21,17009.88349592
1500508800,2017-07-20 00:00:00,2265.51,2938.00,2265.51,2875.03,30989.89112526
1500595200,2017-07-21 00:00:00,2880.00,2887.45,2611.39,2670.00,20724.16050338
1500681600,2017-07-22 00:00:00,2667.01,2882.00,2644.59,2832.71,12819.63134804
1500768000,2017-07-23 00:00:00,2824.82,2855.00,2640.00,2749.02,11001.96460067
1500854400,2017-07-24 00:00:00,2756.80,2800.00,2701.00,2759.98,10001.91506610
1500940800,2017-07-25 00:00:00,2759.95,2775.79,2450.00,2564.82,21326.54783885
1501027200,2017-07-26 00:00:00,2564.74,2608.96,2400.00,2524.99,17713.67446580
1501113600,2017-07-27 00:00:00,2524.99,2695.00,2509.63,2666.33,11826.47519948
1501200000,2017-07-28 00:00:00,2666.33,2825.00,2655.82,2777.01,14069.50149214
1501286400,2017-07-29 00:00:00,2777.01,2785.65,2631.78,2680.56,10782.21753675
1501372800,2017-07-30 00:00:00,2681.60,2774.45,2569.69,2742.37,9678.16126067
1501459200,2017-07-31 00:00:00,2745.76,2889.99,2680.01,2855.81,11114.33554221
1501545600,2017-08-01 00:00:00,2855.81,2929.17,2615.00,2731.00,12525.07669112
1501632000,2017-08-02 00:00:00,2732.00,2760.00,2650.00,2703.51,9486.62552563
1501718400,2017-08-03 00:00:00,2703.51,2807.44,2698.83,2793.37,7963.69799924
1501804800,2017-08-04 00:00:00,2793.34,2877.52,2765.91,2855.00,7635.82167190
1501891200,2017-08-05 00:00:00,2851.01,3339.66,2848.32,3263.62,16996.27310091
1501977600,2017-08-06 00:00:00,3263.51,3296.51,3146.10,3222.75,5998.73578852
1502064000,2017-08-07 00:00:00,3216.78,3430.00,3186.00,3387.55,12046.11726501
1502150400,2017-08-08 00:00:00,3387.54,3490.00,3300.00,3412.41,15835.37020781
1502236800,2017-08-09 00:00:00,3408.46,3423.10,3178.72,3342.99,14286.84413824
1502323200,2017-08-10 00:00:00,3342.99,3448.00,3311.17,3413.03,9031.12128021
1502409600,2017-08-11 00:00:00,3410.00,3705.00,3390.67,3645.06,11927.37333424
1502496000,2017-08-12 00:00:00,3651.74,3934.00,3586.95,3855.10,12351.07466143
1502582400,2017-08-13 00:00:00,3855.04,4190.00,3841.71,4053.87,15889.82978854
1502668800,2017-08-14 00:00:00,4053.87,4329.43,3964.96,4306.23,14212.30420724
1502755200,2017-08-15 00:00:00,4320.95,4400.00,3800.00,4155.67,25515.71801437
1502841600,2017-08-16 00:00:00,4154.99,4379.78,3926.06,4378.84,12923.63728054
1502928000,2017-08-17 00:00:00,4361.99,4480.00,4167.21,4276.50,14573.18592909
1503014400,2017-08-18 00:00:00,4260.47,4368.00,3964.96,4100.00,17516.99336076
1503100800,2017-08-19 00:00:00,4100.00,4188.00,3900.00,4099.55,15036.18405113
1503187200,2017-08-20 00:00:00,4091.99,4125.95,4000.00,4058.68,6237.97289632
1503273600,2017-08-21 00:00:00,4058.64,4080.00,3949.78,3987.52,9782.05659401
1503360000,2017-08-22 00:00:00,3987.51,4139.31,3600.00,4085.00,23522.75816636
1503446400,2017-08-23 00:00:00,4078.00,4248.97,4051.94,4108.12,14979.40348147
1503532800,2017-08-24 00:00:00,4121.78,4350.00,4082.57,4300.34,10782.69436738
1503619200,2017-08-25 00:00:00,4308.80,4449.98,4270.00,4355.98,9699.61003374
1503705600,2017-08-26 00:00:00,4348.17,4369.78,4232.43,4333.38,6559.66860375
1503792000,2017-08-27 00:00:00,4333.38,4393.30,4290.32,4337.68,3979.12445283
1503878400,2017-08-28 00:00:00,4329.91,4399.72,4169.01,4379.99,8641.00244590
1503964800,2017-08-29 00:00:00,4385.00,4649.78,4336.26,4578.82,11879.64283069
1504051200,2017-08-30 00:00:00,4578.82,4642.22,4479.00,4573.20,8720.03503995
1504137600,2017-08-31 00:00:00,4573.15,4765.21,4566.66,4734.26,8911.41245939
1504224000,2017-09-01 00:00:00,4734.26,4935.00,4671.09,4921.70,15367.52969736
1504310400,2017-09-02 00:00:00,4921.71,4979.90,4488.50,4599.90,16977.79362226
1504396800,2017-09-03 00:00:00,4599.90,4700.00,4385.00,4606.26,11224.91455630
1504483200,2017-09-04 00:00:00,4603.68,4613.97,4058.50,4277.00,25069.12523005
1504569600,2017-09-05 00:00:00,4282.53,4474.88,4001.93,4396.52,20884.21969353
1504656000,2017-09-06 00:00:00,4397.38,4649.23,4356.42,4605.80,16634.10420534
1504742400,2017-09-07 00:00:00,4605.81,4674.34,4475.00,4615.00,9254.85142692
1504828800,2017-09-08 00:00:00,4615.00,4679.97,4125.99,4312.00,23693.30162259
1504915200,2017-09-09 00:00:00,4327.41,4379.78,4164.00,4308.72,9974.38823453
1505001600,2017-09-10 00:00:00,4322.44,4322.44,4010.00,4226.22,14724.20414387
1505088000,2017-09-11 00:00:00,4226.21,4353.49,4092.40,4207.31,11191.59504385
1505174400,2017-09-12 00:00:00,4198.89,4377.65,4080.00,4172.56,13294.43769742
1505260800,2017-09-13 00:00:00,4170.60,4179.14,3720.01,3865.34,29636.38096311
1505347200,2017-09-14 00:00:00,3861.89,3921.74,3210.00,3227.79,41319.39712570
1505433600,2017-09-15 00:00:00,3227.79,3820.00,2972.01,3700.01,60278.94654177
1505520000,2017-09-16 00:00:00,3699.89,3872.90,3500.00,3678.93,23158.22891071
1505606400,2017-09-17 00:00:00,3669.07,3772.52,3463.00,3662.99,11770.21765049
1505692800,2017-09-18 00:00:00,3662.95,4122.70,3659.42,4101.60,17207.59892439
1505779200,2017-09-19 00:00:00,4102.00,4119.70,3848.35,3888.80,15278.93044040
1505865600,2017-09-20 00:00:00,3888.80,4050.00,3820.56,3874.46,11660.27181331
1505952000,2017-09-21 00:00:00,3864.00,3914.00,3573.00,3617.05,17904.29717206
1506038400,2017-09-22 00:00:00,3607.83,3761.84,3514.00,3612.18,15007.73844949
1506124800,2017-09-23 00:00:00,3611.91,3810.25,3552.00,3779.17,10123.23213552
1506211200,2017-09-24 00:00:00,3781.13,3783.25,3615.00,3664.22,6508.72499023
1506297600,2017-09-25 00:00:00,3667.01,3968.59,3658.39,3918.00,14979.78226289
1506384000,2017-09-26 00:00:00,3920.66,3970.00,3850.61,3888.03,10014.62367124
1506470400,2017-09-27 00:00:00,3883.95,4226.73,3870.00,4199.29,15075.83871664
1506556800,2017-09-28 00:00:00,4202.34,4270.01,4123.50,4184.84,9625.92938226
1506643200,2017-09-29 00:00:00,4183.47,4227.62,4022.02,4164.82,12191.93065131
1506729600,2017-09-30 00:00:00,4162.04,4349.00,4154.28,4326.09,7496.78249925
1506816000,2017-10-01 00:00:00,4326.09,4377.22,4216.00,4377.22,7211.33513580
1506902400,2017-10-02 00:00:00,4369.33,4453.00,4352.00,4391.48,8259.81863150
1506988800,2017-10-03 00:00:00,4391.41,4425.00,4218.00,4315.83,12468.05725642
1507075200,2017-10-04 00:00:00,4315.73,4343.00,4170.07,4219.53,8518.99274917
1507161600,2017-10-05 00:00:00,4219.74,4358.97,4137.96,4301.09,8419.96284162
1507248000,2017-10-06 00:00:00,4301.09,4425.00,4278.40,4362.95,8377.30164966
1507334400,2017-10-07 00:00:00,4356.09,4463.00,4312.82,4423.30,4646.40562117
1507420800,2017-10-08 00:00:00,4422.72,4612.00,4404.50,4597.98,10083.86684927
1507507200,2017-10-09 00:00:00,4597.97,4865.00,4541.00,4764.70,12923.66661677
1507593600,2017-10-10 00:00:00,4761.67,4909.97,4700.00,4749.29,11666.02496241
1507680000,2017-10-11 00:00:00,4747.90,4869.78,4700.00,4822.01,9866.89562175
1507766400,2017-10-12 00:00:00,4822.01,5445.00,4793.66,5445.00,19916.22801995
1507852800,2017-10-13 00:00:00,5444.00,5846.43,5380.00,5653.60,27827.38028536
1507939200,2017-10-14 00:00:00,5653.58,5817.34,5558.26,5801.29,8410.93623080
1508025600,2017-10-15 00:00:00,5795.01,5830.00,5415.00,5679.70,11542.94583367
1508112000,2017-10-16 00:00:00,5683.92,5807.11,5548.00,5745.72,9066.79974453
1508198400,2017-10-17 00:00:00,5752.20,5776.31,5506.78,5597.31,9105.28187907
1508284800,2017-10-18 00:00:00,5591.97,5617.75,5101.36,5582.05,18961.67579669
1508371200,2017-10-19 00:00:00,5572.64,5735.14,5512.06,5698.69,9919.83821694
1508457600,2017-10-20 00:00:00,5700.00,6074.00,5589.80,5977.29,15109.06365101
1508544000,2017-10-21 00:00:00,5977.26,6180.00,5871.00,6013.46,15357.42373371
1508630400,2017-10-22 00:00:00,6010.85,6071.07,5700.00,5969.00,12232.52332991
1508716800,2017-10-23 00:00:00,5967.38,6045.34,5617.75,5871.17,15331.63502934
1508803200,2017-10-24 00:00:00,5869.82,5870.00,5453.01,5523.40,17286.72373931
1508889600,2017-10-25 00:00:00,5518.49,5748.00,5366.00,5735.88,12349.10670220
1508976000,2017-10-26 00:00:00,5741.35,5988.00,5683.00,5890.00,11788.30258919
1509062400,2017-10-27 00:00:00,5889.99,5994.06,5674.06,5771.89,11911.04199625
1509148800,2017-10-28 00:00:00,5773.03,5875.66,5646.18,5730.69,5926.29737158
1509235200,2017-10-29 00:00:00,5731.70,6316.85,5683.00,6137.37,16086.62569466
1509321600,2017-10-30 00:00:00,6133.01,6229.77,6024.03,6119.99,9574.64365313
1509408000,2017-10-31 00:00:00,6120.00,6449.78,6072.81,6434.21,13423.30855051
1509494400,2017-11-01 00:00:00,6434.24,6756.36,6340.01,6741.59,12967.22211638
1509580800,2017-11-02 00:00:00,6745.04,7354.10,6700.00,7030.00,26514.65119452
1509667200,2017-11-03 00:00:00,7030.00,7500.00,6925.22,7146.82,15999.78379684
1509753600,2017-11-04 00:00:00,7145.24,7569.90,6994.00,7388.83,9200.11461844
1509840000,2017-11-05 00:00:00,7388.79,7590.00,7275.16,7372.72,9218.32689776
1509926400,2017-11-06 00:00:00,7373.30,7421.39,6922.07,6967.68,19323.12875746
1510012800,2017-11-07 00:00:00,6967.64,7244.69,6945.00,7130.28,11634.26529651
1510099200,2017-11-08 00:00:00,7131.38,7888.00,7080.01,7450.32,24679.72054960
1510185600,2017-11-09 00:00:00,7465.06,7490.00,7061.20,7148.00,14799.26577204
