timestamp,date,open,high,low,close,volume
1483228800,2017-01-01 00:00:00,966.34,966.99,964.60,966.60,102.48480572
1483232400,2017-01-01 01:00:00,966.60,966.60,962.54,963.87,149.02555393
1483236000,2017-01-01 02:00:00,964.35,965.75,961.99,963.97,94.26739590
1483239600,2017-01-01 03:00:00,963.88,964.71,960.53,962.83,77.61966749
1483243200,2017-01-01 04:00:00,960.61,963.64,960.60,963.46,46.81022027
1483246800,2017-01-01 05:00:00,963.02,964.00,962.80,964.00,53.52625839
1483250400,2017-01-01 06:00:00,963.74,964.99,963.74,964.76,26.48478439
1483254000,2017-01-01 07:00:00,964.91,964.98,964.88,964.96,6.35425333
1483257600,2017-01-01 08:00:00,964.96,964.99,964.96,964.98,30.98320442
1483261200,2017-01-01 09:00:00,964.98,965.62,964.98,965.60,49.19763930
1483264800,2017-01-01 10:00:00,965.01,974.77,965.01,973.98,344.93057686
1483268400,2017-01-01 11:00:00,973.98,975.00,970.72,974.92,362.69811460
1483272000,2017-01-01 12:00:00,975.00,975.80,972.50,972.50,212.95265971
1483275600,2017-01-01 13:00:00,972.51,974.09,972.50,974.09,41.45651279
1483279200,2017-01-01 14:00:00,974.10,976.00,973.20,975.85,169.39529285
1483282800,2017-01-01 15:00:00,975.85,977.92,974.62,976.71,246.25312477
1483286400,2017-01-01 16:00:00,976.71,992.99,976.22,992.99,1261.01208628
1483290000,2017-01-01 17:00:00,992.98,994.12,981.57,990.81,407.66034449
1483293600,2017-01-01 18:00:00,991.96,998.00,991.96,996.22,408.50484312
1483297200,2017-01-01 19:00:00,996.53,997.03,992.49,997.03,256.63999075
1483300800,2017-01-01 20:00:00,996.01,1001.64,996.00,999.95,1359.81507562
1483304400,2017-01-01 21:00:00,996.29,1003.97,996.29,1002.99,448.35557812
1483308000,2017-01-01 22:00:00,1002.99,1004.88,1000.00,1002.50,311.65150387
1483311600,2017-01-01 23:00:00,1002.40,1005.00,994.39,997.75,382.51382162
1483315200,2017-01-02 00:00:00,997.75,999.89,996.89,997.69,129.11445612
1483318800,2017-01-02 01:00:00,997.70,998.46,997.68,998.46,78.17730301
1483322400,2017-01-02 02:00:00,998.46,1005.00,998.44,1005.00,577.40963182
1483326000,2017-01-02 03:00:00,1004.99,1005.75,1004.55,1005.75,166.41407127
1483329600,2017-01-02 04:00:00,1005.66,1005.73,1003.55,1005.73,148.44451994
1483333200,2017-01-02 05:00:00,1005.48,1005.80,1003.20,1003.20,70.22719476
1483336800,2017-01-02 06:00:00,1004.97,1005.00,1002.80,1005.00,72.94886700
1483340400,2017-01-02 07:00:00,1005.00,1005.95,1004.76,1005.59,74.76344645
1483344000,2017-01-02 08:00:00,1005.65,1006.53,1004.94,1006.08,188.37061158
1483347600,2017-01-02 09:00:00,1006.49,1015.00,1006.06,1014.99,767.49828941
1483351200,2017-01-02 10:00:00,1014.99,1024.00,1014.59,1020.00,528.65018690
1483354800,2017-01-02 11:00:00,1020.00,1024.92,1015.98,1024.92,655.33277442
1483358400,2017-01-02 12:00:00,1024.92,1025.00,1020.55,1024.96,161.79025827
1483362000,2017-01-02 13:00:00,1022.97,1024.99,998.72,1015.40,794.67367398
1483365600,2017-01-02 14:00:00,1015.41,1024.89,1013.23,1022.50,282.53853982
1483369200,2017-01-02 15:00:00,1023.04,1030.00,1021.88,1026.65,411.61095117
1483372800,2017-01-02 16:00:00,1026.65,1032.00,1025.50,1025.70,447.17952777
1483376400,2017-01-02 17:00:00,1025.70,1025.70,1022.00,1022.00,222.76437330
1483380000,2017-01-02 18:00:00,1022.00,1023.89,1010.00,1012.99,363.17155235
1483383600,2017-01-02 19:00:00,1012.94,1014.88,1009.12,1009.88,501.46333455
1483387200,2017-01-02 20:00:00,1009.88,1013.50,990.01,1013.50,759.46968320
1483390800,2017-01-02 21:00:00,1014.07,1018.84,1008.49,1012.50,230.21106646
1483394400,2017-01-02 22:00:00,1012.00,1017.77,1011.97,1016.80,375.91683535
1483398000,2017-01-02 23:00:00,1016.80,1016.80,1011.25,1012.54,159.23988128
1483401600,2017-01-03 00:00:00,1011.44,1020.00,1011.43,1019.24,284.73019416
1483405200,2017-01-03 01:00:00,1019.24,1024.99,1018.71,1024.94,194.85351561
